Timestamp,What is your gender?,Where are you from?,What is your age?,What is your highest education level (completed or in progress)? ,What kind of mobile device do you use?,Approximately how much time do you spend interacting with your phone each day?,"Of the following mobile apps, please choose one that you currently use.","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to accomplish a task that would otherwise be more difficult to do]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] helps me with logistics and planning]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] helps me get through the day more efficiently]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to keep track of things that I think are important]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] gives me timely information]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] gives me relevant information]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] tells me exactly what I need to know]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I feel like I've learned something after using [x]]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to get information regularly about things I'm interested in]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] because it helps me feel connected to other people]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to see what my friends and family are up to]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to make/coordinate plans more effectively]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] allows me to communicate with other people]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I enjoy using [x]]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I am excited to use [x] when I have free time]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [If I have nothing better to do, I'll use [x]]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I like [x] because it has an appealing interface]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [The design of [x] is intuitive]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] launches very quickly]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] is always changing to suit my needs as a user]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] reminds me to use it often]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] lets me display my personality]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I can choose what I want to consume on [x]]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [Using [x] is a way to pursue my interests and/or hobbies]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I find myself using [x] for lots of different reasons]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] for one specific reason]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] because I get financial benefit from it]","Of the following mobile apps, please choose one that you previously used but have now abandoned. If none of these apps fit this criteria, please list your own under ""other"".","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to accomplish a task that would otherwise be more difficult to do]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] helps me with logistics and planning]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] helps me get through the day more efficiently]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to keep track of things that I think are important]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] gives me timely information]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] gives me relevant information]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] tells me exactly what I need to know]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I feel like I've learned something after using [x]]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to get information regularly about things I'm interested in]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] because it helps me feel connected to other people]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to see what my friends and family are up to]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] to make/coordinate plans more effectively]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] allows me to communicate with other people]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I enjoy using [x]]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I am excited to use [x] when I have free time]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [If I have nothing better to do, I'll use [x]]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I like [x] because it has an appealing interface]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [The design of [x] is intuitive]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] launches very quickly]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] is always changing to suit my needs as a user]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] reminds me to use it often]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [[x] lets me display my personality]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I can choose what I want to consume on [x]]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [Using [x] is a way to pursue my interests and/or hobbies]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I find myself using [x] for lots of different reasons]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] for one specific reason]","For the app you chose - to the best of your ability, please indicate your level of agreement with the following statements. [I use [x] because I get financial benefit from it]"
10/31/2016 18:37:45,Female,Northeast,22,College (Bachelor's),iPhone 7/7 Plus,More than 3 hours,Facebook,A little bit of the time,Very often,Never,Never,A little bit of the time,Sometimes,Sometimes,A little bit of the time,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,All of the time,Sometimes,Sometimes,Sometimes,A little bit of the time,All of the time,Sometimes,A little bit of the time,Sometimes,Sometimes,A little bit of the time,Never,Tumblr,Never,Never,Never,Never,Never,Never,Never,Sometimes,A little bit of the time,A little bit of the time,Sometimes,Never,Very often,Sometimes,A little bit of the time,Very often,Never,A little bit of the time,A little bit of the time,Never,Never,Never,All of the time,All of the time,Sometimes,A little bit of the time,Never
10/31/2016 18:44:46,Female,West,23,College (Bachelor's),iPhone 6/6S/6S Plus,More than 3 hours,Facebook,A little bit of the time,Sometimes,Never,A little bit of the time,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Sometimes,Never,All of the time,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Never,Never,Candy Crush,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Very often,A little bit of the time,A little bit of the time,A little bit of the time,Never,Never,Never,Never,Never,Never,Very often,Never
10/31/2016 18:45:40,Female,West,24,Graduate (PhD),iPhone 6/6S/6S Plus,More than 3 hours,Facebook,Never,Never,Never,Never,All of the time,All of the time,Sometimes,A little bit of the time,All of the time,Sometimes,Very often,Never,Sometimes,Sometimes,Very often,All of the time,Sometimes,Very often,Very often,Never,Never,Very often,Sometimes,Sometimes,A little bit of the time,A little bit of the time,Never,Words With Friends,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,A little bit of the time,Never,Never,A little bit of the time,A little bit of the time,Never,Sometimes,Sometimes,All of the time,Never,Never,A little bit of the time,Never,Never,Never,All of the time,Never
10/31/2016 18:51:32,Female,Northeast,32,Graduate (PhD),iPhone 7/7 Plus,More than 3 hours,Facebook,A little bit of the time,A little bit of the time,Never,Never,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,Sometimes,Very often,Very often,Sometimes,Very often,Very often,Very often,Very often,Very often,Sometimes,Sometimes,Sometimes,A little bit of the time,Sometimes,Very often,Very often,All of the time,Sometimes,Never,Pinterest,A little bit of the time,Never,Never,Never,Never,A little bit of the time,Never,A little bit of the time,A little bit of the time,Never,Never,A little bit of the time,Never,A little bit of the time,Never,A little bit of the time,Never,Never,A little bit of the time,A little bit of the time,Never,A little bit of the time,A little bit of the time,Sometimes,Sometimes,A little bit of the time,Never
10/31/2016 19:33:25,Female,South,25,College (Bachelor's),iPhone 6/6S/6S Plus,More than 3 hours,Facebook,Sometimes,Very often,Never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,All of the time,Very often,All of the time,Very often,A little bit of the time,Sometimes,Sometimes,Very often,Very often,Very often,Never,All of the time,Sometimes,A little bit of the time,Sometimes,Never,Never,Yelp,Sometimes,Very often,A little bit of the time,Never,Sometimes,Very often,Very often,Very often,A little bit of the time,A little bit of the time,Never,Sometimes,Never,Sometimes,Never,Never,A little bit of the time,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very often,Sometimes,Never,All of the time,Never
10/31/2016 19:45:32,Female,International,33,Graduate (PhD),iPhone 5/5S/5C or older,More than 3 hours,Facebook,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,Sometimes,A little bit of the time,Sometimes,A little bit of the time,A little bit of the time,All of the time,All of the time,Very often,All of the time,Very often,Very often,A little bit of the time,Sometimes,Sometimes,A little bit of the time,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Instagram,Never,Never,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time
10/31/2016 20:00:42,Female,Midwest,25,Graduate (PhD),iPhone 6/6S/6S Plus,Between 1 and 3 hours,Facebook,Sometimes,Very often,Never,Sometimes,Very often,Very often,A little bit of the time,Sometimes,Very often,Very often,All of the time,Sometimes,Very often,Very often,Very often,All of the time,Very often,Very often,All of the time,Sometimes,Never,Very often,Sometimes,Never,Sometimes,A little bit of the time,Never,Words With Friends,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,A little bit of the time,Very often,Very often,Very often,Sometimes,Sometimes,Very often,Never,Never,Never,Never,Never,Never,All of the time,Never
10/31/2016 20:05:06,Female,West,24,Graduate (PhD),iPhone 5/5S/5C or older,More than 3 hours,Facebook,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,Very often,Very often,Sometimes,Very often,All of the time,Very often,All of the time,Sometimes,Very often,Very often,A little bit of the time,Very often,Sometimes,Very often,Sometimes,A little bit of the time,A little bit of the time,Sometimes,Never,A little bit of the time,Sometimes,A little bit of the time,Never,Candy Crush,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Never,A little bit of the time,Never,Never,Never,Never,All of the time,Never
10/31/2016 20:09:10,Female,Northeast,32,Graduate (Master's),iPhone 6/6S/6S Plus,More than 3 hours,Facebook,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,A little bit of the time,A little bit of the time,Very often,Very often,Never,Sometimes,A little bit of the time,A little bit of the time,Very often,A little bit of the time,Sometimes,Very often,A little bit of the time,A little bit of the time,Sometimes,Sometimes,A little bit of the time,A little bit of the time,Very often,Never,Words With Friends,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,A little bit of the time,A little bit of the time,Never,Never,A little bit of the time,A little bit of the time,Sometimes,A little bit of the time,Sometimes,A little bit of the time,Sometimes,A little bit of the time,Never,All of the time,Never
10/31/2016 20:40:59,Female,International,23,College (Bachelor's),iPhone 5/5S/5C or older,Between 1 and 3 hours,Facebook,Very often,Sometimes,A little bit of the time,Sometimes,Very often,Very often,Sometimes,Very often,Very often,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,A little bit of the time,Sometimes,A little bit of the time,Sometimes,A little bit of the time,Sometimes,A little bit of the time,Very often,Sometimes,A little bit of the time,Never,Candy Crush,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,A little bit of the time,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very often,Never,A little bit of the time,Never,Never,All of the time,Never
10/31/2016 21:04:04,Female,West,36,Graduate (Master's),iPhone 5/5S/5C or older,Between 1 and 3 hours,Facebook,A little bit of the time,A little bit of the time,A little bit of the time,Never,Sometimes,Sometimes,A little bit of the time,A little bit of the time,Very often,Very often,All of the time,Sometimes,Very often,Very often,Very often,Very often,Very often,Sometimes,Very often,A little bit of the time,Sometimes,Very often,Sometimes,Sometimes,A little bit of the time,Very often,Never,Words With Friends,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
10/31/2016 22:35:35,Female,Midwest,24,Graduate (Master's),iPhone 5/5S/5C or older,Between 1 and 3 hours,Facebook,Sometimes,Sometimes,Never,A little bit of the time,A little bit of the time,A little bit of the time,Never,Never,A little bit of the time,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,A little bit of the time,Never,Very often,Never,Angry Birds,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,A little bit of the time,Very often,Sometimes,All of the time,Very often,Sometimes,Sometimes,Never,Never,Never,Never,All of the time,Never
10/31/2016 23:26:52,Female,West,21,College (Bachelor's),iPhone 5/5S/5C or older,More than 3 hours,Facebook,Very often,A little bit of the time,Never,A little bit of the time,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,Sometimes,Very often,A little bit of the time,A little bit of the time,A little bit of the time,Never,Very often,Never,Never,Sometimes,A little bit of the time,Never,Very often,A little bit of the time,Never,Never,Very often,Never,Pinterest,Never,Never,Never,Sometimes,Never,Very often,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Very often,Sometimes,Sometimes,A little bit of the time,Never,Very often,Sometimes,Never,Sometimes,Very often,Very often,Sometimes,Never,Never
10/31/2016 23:49:42,non-binary,International,27,College (Bachelor's),Android,More than 3 hours,Facebook,Never,Never,Never,Sometimes,All of the time,Very often,Very often,Very often,All of the time,All of the time,All of the time,Never,Very often,Very often,Very often,All of the time,Very often,A little bit of the time,Very often,A little bit of the time,Never,All of the time,Very often,Very often,A little bit of the time,Very often,Never,Candy Crush,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Very often,Very often,Very often,Very often,A little bit of the time,Never,Never,Never,Never,Never,Never,All of the time,Never
10/31/2016 23:53:23,Female,International,30,Graduate (Master's),iPhone 6/6S/6S Plus,More than 3 hours,Facebook,Sometimes,Never,Never,Never,All of the time,Very often,Never,Very often,All of the time,All of the time,All of the time,Never,Very often,All of the time,All of the time,All of the time,Sometimes,Very often,All of the time,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,A little bit of the time,Never,Candy Crush,Never,Never,Never,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,All of the time,Sometimes,Sometimes,Never,Never,Very often,A little bit of the time,Very often,Never
10/31/2016 18:34:24,Male,South,19,College (Bachelor's),iPhone 7/7 Plus,Between 1 and 3 hours,Facebook Messenger,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,A little bit of the time,Very often,Very often,Very often,Very often,Very often,Sometimes,A little bit of the time,A little bit of the time,Sometimes,Very often,Very often,Very often,Very often,A little bit of the time,Very often,Very often,Very often,A little bit of the time,A little bit of the time,Words With Friends,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,A little bit of the time,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Very often,Very often,A little bit of the time,Never,Never,Very often,Never
10/31/2016 18:41:21,Male,South,26,Graduate (Master's),Android,Between 1 and 3 hours,Facebook Messenger,Sometimes,Sometimes,Sometimes,Never,Very often,All of the time,All of the time,Sometimes,Very often,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Very often,Very often,Very often,Sometimes,Sometimes,Very often,All of the time,Sometimes,A little bit of the time,Sometimes,All of the time,A little bit of the time,Groupon,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Very often,Never,Never,Never,A little bit of the time,Never,Sometimes,A little bit of the time,Sometimes,Never,Never,Sometimes,Very often,Never,Never,Very often,Sometimes,Sometimes,Very often,All of the time
10/31/2016 19:08:32,Female,International,19,College (Bachelor's),iPhone 6/6S/6S Plus,More than 3 hours,Facebook Messenger,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,Very often,A little bit of the time,A little bit of the time,Very often,Sometimes,Very often,Sometimes,Very often,All of the time,Very often,Sometimes,Sometimes,Very often,Very often,All of the time,Sometimes,Sometimes,A little bit of the time,All of the time,Never,Sometimes,Very often,Never,Words With Friends,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,A little bit of the time,Never,Never,Sometimes,Sometimes,Very often,Never,A little bit of the time,Very often,A little bit of the time,Sometimes,A little bit of the time,Never,Never,Never,Very often,Never
10/31/2016 19:14:06,Male,South,24,Graduate (PhD),Android,Between 1 and 3 hours,Facebook Messenger,Sometimes,Very often,Very often,Very often,Very often,Very often,Very often,Never,Very often,Very often,Very often,Very often,All of the time,Sometimes,A little bit of the time,A little bit of the time,All of the time,All of the time,All of the time,Sometimes,Very often,A little bit of the time,A little bit of the time,A little bit of the time,Never,All of the time,Never,Words With Friends,A little bit of the time,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,Sometimes,Never,Never,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,Never,A little bit of the time,Never,Never,A little bit of the time,Never,A little bit of the time,Never
10/31/2016 19:24:40,Female,Midwest,23,Graduate (PhD),Android,Less than an hour,Facebook Messenger,All of the time,Very often,A little bit of the time,Never,Very often,All of the time,All of the time,Very often,Very often,All of the time,Sometimes,All of the time,All of the time,All of the time,A little bit of the time,A little bit of the time,A little bit of the time,Very often,Sometimes,A little bit of the time,A little bit of the time,Very often,Sometimes,Sometimes,A little bit of the time,Very often,Never,Uber,All of the time,Never,Sometimes,Never,Very often,All of the time,All of the time,Never,Never,Never,Never,All of the time,Never,A little bit of the time,Never,Never,A little bit of the time,Very often,Very often,Very often,Never,Never,All of the time,Never,Never,All of the time,Never
10/31/2016 19:52:31,Male,West,28,College (Bachelor's),Android,Between 1 and 3 hours,Facebook Messenger,Very often,Sometimes,Sometimes,A little bit of the time,Sometimes,Sometimes,Very often,Never,Never,Very often,Very often,Very often,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,A little bit of the time,Never,Sometimes,Very often,A little bit of the time,A little bit of the time,Very often,Never,Words With Friends,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,A little bit of the time,Sometimes,Sometimes,Very often,A little bit of the time,Sometimes,Sometimes,Never,Very often,Never,Never,A little bit of the time,Never,All of the time,Never
10/31/2016 20:11:20,Female,West,17,High School,iPhone 5/5S/5C or older,More than 3 hours,Facebook Messenger,Very often,Very often,Very often,Very often,Very often,Very often,Sometimes,A little bit of the time,A little bit of the time,All of the time,All of the time,All of the time,All of the time,Very often,Sometimes,A little bit of the time,Very often,Sometimes,Very often,Sometimes,A little bit of the time,Very often,Very often,Sometimes,Very often,A little bit of the time,Never,Tumblr,Sometimes,Never,Never,Never,Never,Sometimes,A little bit of the time,Very often,Very often,A little bit of the time,Never,Never,Very often,All of the time,All of the time,All of the time,Sometimes,A little bit of the time,A little bit of the time,Sometimes,Never,All of the time,All of the time,All of the time,All of the time,A little bit of the time,Never
10/31/2016 20:50:32,Male,West,22,College (Bachelor's),iPhone 6/6S/6S Plus,More than 3 hours,Facebook Messenger,Sometimes,All of the time,Very often,Very often,Sometimes,Sometimes,Very often,Never,Sometimes,All of the time,All of the time,All of the time,All of the time,All of the time,A little bit of the time,Sometimes,Very often,All of the time,Sometimes,A little bit of the time,Never,A little bit of the time,Never,A little bit of the time,All of the time,Sometimes,Never,Google Search,Never,Sometimes,Very often,Very often,Sometimes,All of the time,Very often,Very often,All of the time,Never,Never,Never,A little bit of the time,Sometimes,Never,A little bit of the time,Very often,Very often,All of the time,Very often,Never,Never,Very often,Very often,All of the time,Never,Never
10/31/2016 23:03:17,Male,West,16,High School,iPhone 5/5S/5C or older,Between 1 and 3 hours,Facebook Messenger,Very often,Very often,Very often,Sometimes,All of the time,All of the time,All of the time,Sometimes,Sometimes,Very often,Sometimes,All of the time,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,A little bit of the time,A little bit of the time,Instagram,Never,A little bit of the time,Never,Never,Never,Never,Never,A little bit of the time,Never,A little bit of the time,A little bit of the time,Never,A little bit of the time,A little bit of the time,Never,Never,A little bit of the time,Sometimes,Never,A little bit of the time,All of the time,Sometimes,A little bit of the time,Sometimes,Very often,A little bit of the time,A little bit of the time
11/1/2016 4:05:28,Female,Northeast,22,College (Bachelor's),Android,Between 1 and 3 hours,Facebook Messenger,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,A little bit of the time,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,Sometimes,Never,Facebook,Never,A little bit of the time,Never,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,Sometimes,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,Sometimes,Sometimes,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never
11/1/2016 20:27:26,Nb,Northeast,24,College (Bachelor's),Android,More than 3 hours,Facebook Messenger,Sometimes,Very often,Sometimes,Very often,Sometimes,A little bit of the time,Sometimes,A little bit of the time,Sometimes,All of the time,Very often,Very often,All of the time,A little bit of the time,A little bit of the time,A little bit of the time,Never,Never,Very often,A little bit of the time,Very often,Sometimes,Sometimes,A little bit of the time,A little bit of the time,Very often,Never,Words With Friends,A little bit of the time,Never,Never,Never,Very often,Very often,Very often,A little bit of the time,Never,Very often,A little bit of the time,Never,A little bit of the time,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,A little bit of the time,A little bit of the time,A little bit of the time,Never,Never,All of the time,Never
11/2/2016 11:15:49,Male,West,17,High School,iPhone 6/6S/6S Plus,More than 3 hours,Facebook Messenger,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,A little bit of the time,Very often,Very often,Very often,A little bit of the time,Never,Never,A little bit of the time,Sometimes,Very often,A little bit of the time,Never,Music,Never,Never,Never,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,Never,Never,Never,Sometimes,A little bit of the time,Never,Never,Very often,Never,Never,Sometimes,Never,Never,Never,Very often,Never
10/31/2016 18:57:14,Male,Midwest,26,Graduate (PhD),iPhone 5/5S/5C or older,More than 3 hours,Google Maps,All of the time,All of the time,Sometimes,Very often,All of the time,All of the time,All of the time,Sometimes,A little bit of the time,Sometimes,Never,All of the time,A little bit of the time,Very often,Never,Never,All of the time,Very often,Sometimes,Very often,Never,Never,Very often,Sometimes,A little bit of the time,Very often,A little bit of the time,Facebook,Never,Sometimes,Never,Sometimes,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,Sometimes,Sometimes,Very often,A little bit of the time,A little bit of the time,A little bit of the time,Very often,Very often,Sometimes,A little bit of the time,Very often,Sometimes,A little bit of the time,Very often,Sometimes,A little bit of the time,A little bit of the time,Very often,Never
10/31/2016 19:17:59,Female,West,26,College (Bachelor's),iPhone 6/6S/6S Plus,More than 3 hours,Google Maps,All of the time,All of the time,All of the time,Never,All of the time,All of the time,All of the time,All of the time,Very often,Very often,Never,All of the time,Never,All of the time,Never,Never,All of the time,All of the time,Very often,Very often,Never,Never,Never,All of the time,Sometimes,All of the time,A little bit of the time,Words With Friends,Never,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,A little bit of the time,Never,Never,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,Never,Never,Never,Never,Never,Never,Never
10/31/2016 20:49:44,Female,International,26,Graduate (PhD),iPhone 5/5S/5C or older,Between 1 and 3 hours,Google Maps,Very often,All of the time,All of the time,Very often,Very often,All of the time,Very often,Very often,All of the time,A little bit of the time,Never,Very often,Sometimes,All of the time,A little bit of the time,Never,Sometimes,All of the time,Very often,A little bit of the time,Never,Never,All of the time,Sometimes,A little bit of the time,All of the time,Never,Words With Friends,Never,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,Sometimes,A little bit of the time,Never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Never,Never,Sometimes,Never,A little bit of the time,Never,All of the time,Never
10/31/2016 21:14:00,Male,West,60,Graduate (Master's),iPhone 6/6S/6S Plus,Between 1 and 3 hours,Google Maps,All of the time,All of the time,Sometimes,Never,Sometimes,Very often,All of the time,Very often,A little bit of the time,Never,Never,A little bit of the time,Never,Very often,Never,Never,Sometimes,All of the time,All of the time,Very often,A little bit of the time,Never,All of the time,A little bit of the time,Sometimes,Very often,Never,YouTube,Sometimes,Never,Sometimes,Never,A little bit of the time,A little bit of the time,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,Never,A little bit of the time,A little bit of the time,A little bit of the time,Very often,Very often,Very often,All of the time,Very often,Sometimes,A little bit of the time,Never,All of the time,Very often,A little bit of the time,Very often,Never
10/31/2016 21:28:05,Female,Midwest,27,Graduate (Master's),iPhone 5/5S/5C or older,Between 1 and 3 hours,Google Maps,All of the time,All of the time,All of the time,Very often,All of the time,All of the time,All of the time,Sometimes,Very often,Sometimes,A little bit of the time,All of the time,Sometimes,Very often,Sometimes,A little bit of the time,Very often,Very often,All of the time,Very often,Very often,A little bit of the time,A little bit of the time,Sometimes,A little bit of the time,All of the time,Never,Groupon,Sometimes,Sometimes,A little bit of the time,A little bit of the time,Sometimes,Sometimes,A little bit of the time,A little bit of the time,Sometimes,A little bit of the time,A little bit of the time,A little bit of the time,Never,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,A little bit of the time,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often
10/31/2016 22:27:54,Female,Midwest,33,Graduate (Master's),iPhone 6/6S/6S Plus,Less than an hour,Google Maps,All of the time,All of the time,Very often,Sometimes,All of the time,All of the time,All of the time,Sometimes,A little bit of the time,Never,Never,Very often,A little bit of the time,Sometimes,Never,Never,Sometimes,Very often,Very often,Sometimes,Never,Never,All of the time,A little bit of the time,A little bit of the time,All of the time,Never,Candy Crush,Never,Never,Never,Never,Never,Never,Never,A little bit of the time,Never,A little bit of the time,Never,Never,Never,Very often,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Never,Never,A little bit of the time,Never,Never,All of the time,Never
11/1/2016 0:49:15,Male,West,31,College (Bachelor's),iPhone 6/6S/6S Plus,More than 3 hours,Google Maps,All of the time,All of the time,All of the time,Never,All of the time,All of the time,Very often,Never,Never,Never,Never,A little bit of the time,Never,A little bit of the time,Never,Never,Never,A little bit of the time,All of the time,A little bit of the time,Never,Never,Never,Never,Never,All of the time,Never,Snapchat,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Very often,Never,Sometimes,Very often,A little bit of the time,Very often,Sometimes,A little bit of the time,All of the time,Very often,Never,A little bit of the time,Never,Never,Never,All of the time,Never
